,x,y_predict,y
89,-0.991991991991992,0.40574705661412125,0.5247430289278512
134,-0.98998998998999,0.4057470566143371,0.5207779768413199
131,-0.987987987987988,0.4057470566145991,0.5171215087166288
285,-0.985985985985986,0.40574705661491617,0.5137683949815116
284,-0.983983983983984,0.40574705661530075,0.5107128720169453
50,-0.9819819819819819,0.40574705661576704,0.5079486565351023
15,-0.953953953953954,0.4057470566505126,0.4952252850946294
58,-0.9479479479479479,0.4057470566780159,0.49726905075099037
237,-0.943943943943944,0.4057470567065362,0.499201987056466
192,-0.93993993993994,0.4057470567472441,0.5014742205652477
53,-0.9379379379379379,0.40574705677367273,0.5027057810989217
30,-0.9179179179179179,0.4057470575488882,0.5154901007122917
171,-0.9079079079079079,0.40574705881753914,0.5197453945657622
265,-0.9039039039039038,0.4057470597045283,0.5205952888469064
221,-0.8978978978978979,0.4057470617219163,0.5207064648656254
224,-0.8858858858858859,0.4057470703210537,0.5158987155772407
95,-0.8838838838838838,0.40574707273515287,0.5143616129189942
222,-0.8778778778778779,0.4057470827382472,0.5083765094740412
241,-0.8638638638638638,0.40574713536675855,0.4859612208920202
276,-0.8618618618618619,0.40574714857185423,0.48176763964322017
102,-0.8558558558558559,0.40574720244593543,0.46770454587848537
73,-0.8538538538538538,0.40574722645355177,0.4625291131789242
23,-0.8458458458458459,0.4057473670283569,0.4394734215011465
17,-0.8378378378378378,0.40574761804724613,0.41288280470436034
88,-0.8358358358358359,0.4057477066341528,0.4057289036382313
246,-0.8298298298298299,0.4057480614796489,0.38317472985791223
289,-0.8238238238238238,0.405748600914591,0.3591696994997431
33,-0.8218218218218218,0.4057488364151558,0.3508914047648962
149,-0.8038038038038038,0.4057532558950916,0.27237006773017447
203,-0.7957957957957957,0.40575766937578894,0.2366788960252228
255,-0.7817817817817818,0.40577357143488957,0.17654228363315771
138,-0.7797797797797797,0.4057771977963194,0.16841863433834064
204,-0.7737737737737738,0.40579115971480473,0.14505761535726736
208,-0.7697697697697697,0.4058037135620003,0.1304622994329509
247,-0.7677677677677678,0.4058112098488733,0.12349848046526235
42,-0.7637637637637638,0.40582914767363487,0.11030343798298547
163,-0.7517517517517518,0.4059163720168275,0.07745903922424624
24,-0.7417417417417418,0.4060510477077699,0.05912476801133215
121,-0.7397397397397397,0.4060881220156123,0.05655879308788775
197,-0.7377377377377378,0.40612946621865653,0.054378674729850085
79,-0.7277277277277278,0.40641801064087346,0.04949505626932088
206,-0.7237237237237237,0.40658333586236406,0.05044843753384398
46,-0.7077077077077076,0.4077124534007792,0.07146116413176867
287,-0.6976976976976976,0.4090274856902889,0.09854606958473106
166,-0.6916916916916918,0.41017170981413287,0.11975869238704406
