,x,y_predict,y
89,-0.991991991991992,0.4831797921025759,0.5247430289278512
134,-0.98998998998999,0.4864488900683726,0.5207779768413199
131,-0.987987987987988,0.4896463509337629,0.5171215087166288
285,-0.985985985985986,0.49277020577433794,0.5137683949815116
284,-0.983983983983984,0.49581847363695836,0.5107128720169453
50,-0.9819819819819819,0.4987891623415547,0.5079486565351023
15,-0.953953953953954,0.5310988098871499,0.4952252850946294
58,-0.9479479479479479,0.5354563515266173,0.49726905075099037
237,-0.943943943943944,0.5377940065600193,0.499201987056466
192,-0.93993993993994,0.5396592891188734,0.5014742205652477
53,-0.9379379379379379,0.5404099301385037,0.5027057810989217
30,-0.9179179179179179,0.5408026301755704,0.5154901007122917
171,-0.9079079079079079,0.5358116895189136,0.5197453945657622
265,-0.9039039039039038,0.5327887052889594,0.5205952888469064
221,-0.8978978978978979,0.527125230846009,0.5207064648656254
224,-0.8858858858858859,0.5116507627802913,0.5158987155772407
95,-0.8838838838838838,0.5085275583889227,0.5143616129189942
222,-0.8778778778778779,0.4982210401681606,0.5083765094740412
241,-0.8638638638638638,0.46874962560435335,0.4859612208920202
276,-0.8618618618618619,0.4639308282453394,0.48176763964322017
102,-0.8558558558558559,0.44859047603278523,0.46770454587848537
73,-0.8538538538538538,0.4431884874683231,0.4625291131789242
23,-0.8458458458458459,0.4201980980181239,0.4394734215011465
17,-0.8378378378378378,0.39513321616565666,0.41288280470436034
88,-0.8358358358358359,0.38856831176955753,0.4057289036382313
246,-0.8298298298298299,0.36822177525897437,0.38317472985791223
289,-0.8238238238238238,0.3469963471444121,0.3591696994997431
33,-0.8218218218218218,0.3397501090225472,0.3508914047648962
149,-0.8038038038038038,0.2718888754855467,0.27237006773017447
203,-0.7957957957957957,0.24107787432872158,0.2366788960252228
255,-0.7817817817817818,0.18837597652071458,0.17654228363315771
138,-0.7797797797797797,0.18112812750543195,0.16841863433834064
204,-0.7737737737737738,0.16003395331629133,0.14505761535726736
208,-0.7697697697697697,0.14662081991914944,0.1304622994329509
247,-0.7677677677677678,0.14014230528455474,0.12349848046526235
42,-0.7637637637637638,0.12769752351169594,0.11030343798298547
163,-0.7517517517517518,0.09527752525887095,0.07745903922424624
24,-0.7417417417417418,0.0752333052566112,0.05912476801133215
121,-0.7397397397397397,0.07211643325500683,0.05655879308788775
197,-0.7377377377377378,0.06932121034890892,0.054378674729850085
79,-0.7277277277277278,0.06050827549132398,0.04949505626932088
206,-0.7237237237237237,0.059559373776564284,0.05044843753384398
46,-0.7077077077077076,0.07193753832754934,0.07146116413176867
287,-0.6976976976976976,0.09356562071858465,0.09854606958473106
166,-0.6916916916916918,0.11178348226162621,0.11975869238704406
125,-0.6856856856856857,0.13387669289077198,0.14449733224387984
164,-0.6776776776776776,0.16914687581974353,0.18258703657700337
243,-0.6716716716716717,0.1997052469899383,0.21463446395397584
178,-0.6696696696696697,0.21062292078078648,0.22591907635428937
34,-0.6656656656656657,0.23348692298258933,0.24931594080372882
32,-0.6536536536536537,0.3093226412114253,0.3251291633642326
75,-0.6516516516516517,0.3228563314602433,0.3384292616188518
21,-0.6356356356356356,0.43709392689807725,0.44877636149997907
188,-0.6296296296296297,0.4813483818665809,0.49084651366287635
83,-0.6216216216216216,0.5400788811417623,0.5463137286803211
230,-0.6136136136136137,0.5972328395530266,0.6000531940679121
172,-0.6096096096096096,0.6247958917464288,0.6259379435112788
151,-0.6076076076076076,0.6382523469821628,0.6385769412296894
179,-0.6036036036036037,0.6644169856140629,0.6631694632437117
123,-0.6016016016016016,0.6770872832566728,0.6750924162329984
297,-0.5955955955955956,0.7132338765451577,0.7091919021511498
111,-0.5935935935935936,0.7246046859734542,0.7199552431179538
31,-0.5875875875875876,0.7564635643316049,0.7502515721170652
232,-0.5855855855855856,0.766284527467137,0.7596449913169506
103,-0.5775775775775776,0.8012417344654881,0.7933958493225012
220,-0.5735735735735736,0.8159780438128826,0.807841132951298
112,-0.5675675675675675,0.8344677571007194,0.8262847083283296
37,-0.5635635635635636,0.8443156784901016,0.8363536455120681
93,-0.5595595595595595,0.8521443925061503,0.8445927686939585
90,-0.5555555555555556,0.8579385793111054,0.8509723832956446
168,-0.5175175175175175,0.8163572278737163,0.8195675267839793
98,-0.5155155155155156,0.8098722624289896,0.8136276855170929
70,-0.5135135135135136,0.8030339512819781,0.8073153612744093
19,-0.5095095095095095,0.78835170077104,0.793618492297079
18,-0.5075075075075075,0.7805358222509102,0.7862578055336034
207,-0.48548548548548554,0.6782946664982791,0.686927134670727
118,-0.48348348348348347,0.6679292723268153,0.6766158738659477
105,-0.47547547547547553,0.6255416733614327,0.6340945844393466
57,-0.4674674674674675,0.5824464966678751,0.5903459429724581
128,-0.4614614614614615,0.5502718729031381,0.5573886027952436
29,-0.4514514514514515,0.498150509484585,0.5035408776884809
0,-0.42342342342342343,0.37559225796442874,0.3753224010895777
264,-0.4154154154154154,0.3501060567513539,0.3485470019488261
120,-0.38538538538538536,0.3041478775029511,0.30120275537718605
77,-0.38138138138138133,0.3043297216806887,0.3016654740066206
67,-0.37537537537537535,0.3073911687624026,0.3053411549422461
290,-0.36936936936936937,0.31372738672617284,0.31250181148009404
170,-0.36536536536536535,0.31971344994616374,0.31913930749944874
136,-0.3633633633633634,0.32321864508883147,0.3229968303676683
126,-0.3613613613613613,0.32705680621622035,0.32720314514371185
130,-0.3573573573573574,0.33570363243332546,0.3366276468005047
195,-0.3533533533533534,0.34559232871655804,0.347338492206446
65,-0.34934934934934936,0.3566538007808866,0.3592532221618824
80,-0.3373373373373374,0.396078554862707,0.4012860204508541
272,-0.3313313313313313,0.41874367001763235,0.4251971716739894
22,-0.3273273273273274,0.4347194125695218,0.44195213059983995
213,-0.31731731731731727,0.476892660597501,0.4858098982502564
293,-0.30930930930930933,0.5119752505979709,0.5218926495414636
41,-0.30730730730730726,0.5208079009191101,0.5309197718019494
252,-0.3053053053053053,0.5296348087738245,0.5399177433955704
244,-0.3013013013013013,0.5472098765945678,0.5577632486835917
235,-0.29329329329329334,0.5816145822267251,0.5924182783706486
51,-0.2892892892892893,0.5982001834030375,0.6089857636037288
158,-0.28728728728728725,0.6062862363740693,0.6170282711302737
148,-0.2852852852852853,0.6142148518520761,0.6248911489224591
245,-0.28128128128128127,0.6295422058543887,0.6400234669777062
133,-0.2752752752752753,0.6509994014630267,0.6610430106840113
153,-0.27327327327327333,0.6576890921642611,0.6675524107497522
2,-0.2692692692692693,0.6702980207808098,0.6797564828573963
154,-0.25725725725725723,0.7011341549998875,0.7091238674104334
212,-0.2532532532532532,0.7088116852523639,0.7162665841100562
45,-0.25125125125125125,0.7121236291195487,0.7193094697433051
47,-0.24724724724724723,0.7176585194554317,0.7243104045246167
11,-0.24524524524524527,0.719869219259412,0.7262591042324518
174,-0.2432432432432432,0.7217016805978329,0.7278347472494681
66,-0.23123123123123124,0.7245517946291604,0.7293229704993691
113,-0.22922922922922928,0.7236505559979016,0.7282347636445532
225,-0.22522522522522526,0.7206664758233154,0.7249189390474844
161,-0.21321321321321318,0.7024421090440081,0.7060733906517265
229,-0.2072072072072072,0.6883450215724858,0.6918854228460016
277,-0.20120120120120122,0.6711794251272243,0.6747688881437386
92,-0.19319319319319317,0.6439685254443644,0.647814572515411
162,-0.18518518518518523,0.6124975838687433,0.6167694109262621
43,-0.17517517517517522,0.5684828878974795,0.5734228361672867
257,-0.1551551551551552,0.4721398941970871,0.4783456558270682
200,-0.1511511511511512,0.4526400721116756,0.4590237330649364
56,-0.14114114114114118,0.40515522819402916,0.41181618577068846
140,-0.12512512512512508,0.336853970637268,0.3434517726640425
9,-0.12112112112112117,0.32194235339320365,0.32844381776928727
190,-0.09109109109109115,0.24896646656592847,0.2545576437803446
107,-0.07707707707707712,0.2424513305746302,0.2480375031165447
6,-0.06506506506506504,0.25175380185861773,0.2577415203137292
39,-0.04504504504504503,0.29622784756039555,0.30358665365150983
258,-0.033033033033033066,0.3380753856821628,0.3464133759370088
196,-0.027027027027027084,0.3624672379077163,0.3712526008125736
156,-0.0030030030030030463,0.4752669225427526,0.48499387502562963
115,-0.0010010010010009784,0.4852708335784166,0.4949953243086854
144,0.0010010010010010895,0.4952960745232996,0.5050046756913151
294,0.0030030030030030463,0.5053266942886048,0.5150061249743704
268,0.00700700700700696,0.525339867643462,0.5349221893185448
238,0.02902902902902893,0.6289223482122249,0.6372479705502347
269,0.033033033033033066,0.6455623424885228,0.6535866240629912
291,0.047047047047046986,0.6954959485455222,0.7025298536250633
216,0.055055055055055035,0.7170946440443814,0.723719427865299
274,0.05705705705705699,0.7216057334393241,0.7281565295994703
142,0.05905905905905895,0.7257451287308837,0.7322349687809236
49,0.06106106106106113,0.7295058300322191,0.7359484684246148
4,0.06306306306306309,0.7328815086983373,0.7392913374340372
