,x,y_predict,y
252,-0.97997997997998,0.5877773279764588,0.5054689607698973
15,-0.977977977977978,0.5925822485898158,0.5032665084536122
160,-0.96996996996997,0.6119710364348193,0.4970674681047117
224,-0.967967967967968,0.6168026901208168,0.4961262029016185
272,-0.955955955955956,0.6446845298074007,0.4948213031986218
273,-0.9519519519519519,0.6532311439749245,0.4957759798572239
167,-0.9379379379379379,0.6780190246791151,0.5027057810989217
51,-0.9359359359359359,0.6807294351725741,0.5039839265056882
131,-0.933933933933934,0.6831938406594518,0.5052958614944463
222,-0.9259259259259259,0.6903619606778345,0.5106267983271836
204,-0.9219219219219219,0.6921864787658785,0.5131660845128748
213,-0.91991991991992,0.6926265474714762,0.514361005823337
223,-0.9159159159159159,0.692523551943015,0.5165416163817885
47,-0.9059059059059059,0.686254314496247,0.5202415841612681
250,-0.9039039039039038,0.6839362231717947,0.5205952888469064
12,-0.8998998998998999,0.6782179538048014,0.5208368519657608
17,-0.8878878878878879,0.6524473556940759,0.5172151782606655
23,-0.8758758758758759,0.6143340025524326,0.5059095048729102
42,-0.8638638638638638,0.5653793409329897,0.4859612208920202
177,-0.8518518518518519,0.5078246341816594,0.45711441215814536
210,-0.8318318318318318,0.4003865297230714,0.39086637018433923
280,-0.8298298298298299,0.389288589637512,0.38317472985791223
266,-0.8238238238238238,0.3560069628682109,0.3591696994997431
231,-0.8198198198198199,0.33396887169371736,0.342492507017632
30,-0.8178178178178178,0.32303582118655405,0.3339841912590943
79,-0.8138138138138138,0.30140844645422404,0.3166857695924965
172,-0.8038038038038038,0.2493301715919276,0.27237006773017447
294,-0.7977977977977978,0.21993254980596688,0.2455673320348225
247,-0.7957957957957957,0.210509701905102,0.2366788960252228
61,-0.7937937937937938,0.20129271830464635,0.2278365799000161
7,-0.7897897897897898,0.18351658180939812,0.21034666128711121
97,-0.7857857857857857,0.16668136833706515,0.19321076130250953
244,-0.7837837837837838,0.15863929788091347,0.18481101976121878
299,-0.7817817817817818,0.1508590146696337,0.17654228363315771
268,-0.7757757757757757,0.1291686482981701,0.1526624774476305
196,-0.7677677677677678,0.10436810321304424,0.12349848046526235
282,-0.7637637637637638,0.09384751504610134,0.11030343798298547
96,-0.7557557557557557,0.07677378782519129,0.08719037554862841
228,-0.7457457457457457,0.06319229118112524,0.06538336538872414
139,-0.7417417417417418,0.060245359244806784,0.05912476801133215
68,-0.7337337337337337,0.058677990139750724,0.05120382110611016
212,-0.7277277277277278,0.061297140624928526,0.04949505626932088
31,-0.7157157157157157,0.07617628380347286,0.0574946117262109
81,-0.7097097097097097,0.08830812131696952,0.06732120115295431
102,-0.7057057057057057,0.09806823073867843,0.07603076073750442
164,-0.6976976976976976,0.12142599828296952,0.09854606958473106
292,-0.6936936936936937,0.13493021940716132,0.11228673245339038
46,-0.6896896896896897,0.14957976692678887,0.12762282808803727
33,-0.6876876876876876,0.157315316726101,0.13587171219934402
119,-0.6796796796796797,0.19080330063001683,0.17254592574993033
216,-0.6776776776776776,0.19976706562785218,0.18258703657700337
62,-0.6756756756756757,0.2089485049091352,0.19295643123710465
1,-0.6616616616616617,0.27842704849905753,0.27372649715709807
137,-0.6556556556556556,0.31036440013182853,0.3119932820444878
234,-0.6536536536536537,0.32120834827512934,0.3251291633642326
232,-0.6396396396396397,0.3985255107296821,0.4207667946809037
286,-0.6356356356356356,0.4206541191443627,0.44877636149997907
87,-0.6276276276276276,0.4642242065520833,0.5048151851181043
215,-0.6136136136136137,0.5358986054372975,0.6000531940679121
114,-0.5995995995995996,0.5977940379107929,0.6867466796746216
285,-0.5935935935935936,0.6203108744532666,0.7199552431179538
276,-0.5855855855855856,0.6459620052316343,0.7596449913169506
255,-0.5795795795795795,0.6616721635285718,0.7855518965576709
70,-0.5775775775775776,0.6662087546081522,0.7933958493225012
89,-0.5715715715715716,0.6776727411615959,0.814426149070286
112,-0.5675675675675675,0.6835122570873988,0.8262847083283296
71,-0.5575575575575575,0.6918405193352718,0.8480164550914993
208,-0.5495495495495495,0.6922831461171887,0.8570165721331984
104,-0.5375375375375375,0.683582969061136,0.8564127738882239
20,-0.5255255255255256,0.6655806497724233,0.839397061046786
29,-0.5155155155155156,0.6454211392329244,0.8136276855170929
148,-0.5075075075075075,0.6271546355390005,0.7862578055336034
9,-0.5055055055055055,0.622406139477127,0.778572314671805
176,-0.5035035035035035,0.6176117331170528,0.7705751077732781
230,-0.5015015015015015,0.6127843830319117,0.7622797006571758
267,-0.4914914914914915,0.5885822820045397,0.7168299647920076
158,-0.4874874874874875,0.5790816285753706,0.6970774363977378
207,-0.4814814814814815,0.5652715076236504,0.6661602025141424
151,-0.47947947947947944,0.5608192415185066,0.65557683775856
35,-0.4774774774774775,0.556454776861194,0.6448826395177804
117,-0.4714714714714715,0.5439495152183846,0.6123052365899647
219,-0.46946946946946944,0.539994525186605,0.6013382442340861
287,-0.4654654654654655,0.5324296415335922,0.5793454979611204
92,-0.4614614614614615,0.5253447698061081,0.5573886027952436
297,-0.45945945945945943,0.5219876813118954,0.5464661694972457
152,-0.45345345345345345,0.512670716110662,0.5141245033840931
275,-0.4514514514514515,0.5098172126293887,0.5035408776884809
122,-0.44744744744744747,0.5044850284678312,0.48276594037215537
233,-0.4454454454454454,0.502003796732676,0.4726060721316249
169,-0.43343343343343343,0.48957199989967926,0.41577516342835164
203,-0.42742742742742745,0.4848056055979534,0.3906369071313532
193,-0.42142142142142147,0.4808822540596359,0.3681319001234101
181,-0.4194194194194194,0.4797443470099684,0.36126622103643535
52,-0.4094094094094094,0.4751582822417832,0.3321247657595367
133,-0.40140140140140146,0.47259400558635023,0.3154780924738795
32,-0.3933933933933934,0.47077820246307656,0.30511801979934255
53,-0.3733733733733734,0.4683803075739631,0.3073472426001269
132,-0.37137137137137133,0.46825108112803016,0.3097359908416448
298,-0.36936936936936937,0.4681354873603646,0.31250181148009404
11,-0.36536536536536535,0.4679402358552296,0.31913930749944874
184,-0.3633633633633634,0.46785833266982263,0.3229968303676683
103,-0.3513513513513513,0.46752945137411844,0.3531508284078676
205,-0.34934934934934936,0.4674948994204155,0.3592532221618824
156,-0.3433433433433434,0.46741470342787905,0.3791837041155155
136,-0.33933933933933935,0.4673766547948158,0.39369910765037996
155,-0.3353353353353353,0.46734781782301454,0.4090741204839956
63,-0.3253253253253253,0.46730341502836364,0.4505292253070495
37,-0.32332332332332336,0.4672978473864341,0.45921907067075685
19,-0.3213213213213213,0.4672930678725289,0.4680062118373286
80,-0.31931931931931934,0.46728897221350657,0.47687505607237246
84,-0.30930930930930933,0.4672759168589807,0.5218926495414636
109,-0.2992992992992993,0.46727018807618464,0.5665795494010819
261,-0.29329329329329334,0.46726850233442013,0.5924182783706486
76,-0.2912912912912913,0.46726811401861873,0.6007776587946095
171,-0.28728728728728725,0.4672675218591259,0.6170282711302737
143,-0.28328328328328334,0.4672671145670946,0.6325606763977288
