,it,mse
0,0,1.0224898689269672
1,1,1.0224898689269672
2,2,0.30842736028500406
3,3,0.30842736028500406
4,4,0.30842736028500406
5,5,0.30842736028500406
6,6,0.07281207127459983
7,7,0.07281207127459983
8,8,0.07281207127459983
9,9,0.0607492982065091
10,10,0.0607492982065091
11,11,0.0607492982065091
12,12,0.0607492982065091
13,13,0.0607492982065091
14,14,0.04307554483789334
15,15,0.04307554483789334
16,16,0.04307554483789334
17,17,0.04307554483789334
18,18,0.04307554483789334
19,19,0.04307554483789334
20,20,0.04307554483789334
21,21,0.04307554483789334
22,22,0.04307554483789334
23,23,0.04307554483789334
24,24,0.04307554483789334
25,25,0.04307554483789334
26,26,0.04307554483789334
27,27,0.04307554483789334
28,28,0.043150224683051804
29,29,0.043150224683051804
30,30,0.04014351254568902
31,31,0.04014351254568902
32,32,0.0401498359255178
33,33,0.04029635414450165
34,34,0.04029635414450165
35,35,0.04029635414450165
36,36,0.04029635414450165
37,37,0.04029635414450165
38,38,0.04029635414450165
39,39,0.04029635414450165
40,40,0.04029635414450165
41,41,0.04029635414450165
42,42,0.039848125442723176
43,43,0.039848125442723176
44,44,0.03680247791368647
45,45,0.03575977215213896
46,46,0.03575977215213896
47,47,0.036212819002413146
48,48,0.036212819002413146
49,49,0.03306813117570717
50,50,0.03306813117570717
51,51,0.03306813117570717
52,52,0.03306813117570717
53,53,0.03306813117570717
54,54,0.03306813117570717
55,55,0.03306813117570717
56,56,0.03306813117570717
57,57,0.03306813117570717
58,58,0.03306813117570717
59,59,0.03306813117570717
60,60,0.03306813117570717
61,61,0.03306813117570717
62,62,0.03306813117570717
63,63,0.03306813117570717
64,64,0.03306813117570717
65,65,0.03306813117570717
66,66,0.03306813117570717
67,67,0.03306813117570717
68,68,0.03306813117570717
69,69,0.029126889517192018
70,70,0.029126889517192018
71,71,0.029126889517192018
72,72,0.029126889517192018
73,73,0.029126889517192018
74,74,0.029126889517192018
75,75,0.029126889517192018
76,76,0.029126889517192018
77,77,0.029126889517192018
78,78,0.029126889517192018
79,79,0.029126889517192018
80,80,0.029126889517192018
81,81,0.029126889517192018
82,82,0.029126889517192018
83,83,0.029126889517192018
84,84,0.029126889517192018
85,85,0.029126889517192018
86,86,0.029126889517192018
87,87,0.029126889517192018
88,88,0.029126889517192018
89,89,0.029126889517192018
90,90,0.029126889517192018
91,91,0.029126889517192018
92,92,0.029126889517192018
93,93,0.029126889517192018
94,94,0.029126889517192018
95,95,0.029126889517192018
96,96,0.029126889517192018
97,97,0.029126889517192018
98,98,0.027042143364030623
99,99,0.027042143364030623
100,100,0.027042143364030623
101,101,0.027042143364030623
102,102,0.027042143364030623
103,103,0.027042143364030623
104,104,0.027042143364030623
105,105,0.027042143364030623
106,106,0.027042143364030623
107,107,0.027042143364030623
108,108,0.027042143364030623
109,109,0.027042143364030623
110,110,0.027042143364030623
111,111,0.027042143364030623
112,112,0.027042143364030623
113,113,0.027042143364030623
114,114,0.027042143364030623
115,115,0.027042143364030623
116,116,0.027042143364030623
117,117,0.027042143364030623
118,118,0.026984222187905534
119,119,0.026984222187905534
120,120,0.026984222187905534
121,121,0.026984222187905534
122,122,0.026984222187905534
123,123,0.026984222187905534
124,124,0.026984222187905534
125,125,0.026956415015833197
126,126,0.026956415015833197
127,127,0.026956415015833197
128,128,0.026956415015833197
129,129,0.026956415015833197
130,130,0.026956415015833197
131,131,0.026956415015833197
132,132,0.026956415015833197
133,133,0.026956415015833197
134,134,0.026956415015833197
135,135,0.026956415015833197
136,136,0.026956415015833197
137,137,0.026956415015833197
138,138,0.026956415015833197
139,139,0.026956415015833197
140,140,0.026956415015833197
141,141,0.026956415015833197
142,142,0.026956415015833197
143,143,0.026956415015833197
144,144,0.026956415015833197
145,145,0.026956415015833197
146,146,0.026956415015833197
147,147,0.026956415015833197
148,148,0.026956415015833197
149,149,0.026956415015833197
150,150,0.026956415015833197
151,151,0.026956415015833197
152,152,0.026956415015833197
153,153,0.026956415015833197
154,154,0.026956415015833197
155,155,0.026956415015833197
156,156,0.026956415015833197
157,157,0.026956415015833197
158,158,0.026956415015833197
159,159,0.026956415015833197
160,160,0.026956415015833197
161,161,0.026956415015833197
162,162,0.026956415015833197
163,163,0.026956415015833197
164,164,0.026956415015833197
165,165,0.026956415015833197
166,166,0.026956415015833197
167,167,0.026956415015833197
168,168,0.023559647763853546
169,169,0.023559647763853546
170,170,0.023559647763853546
171,171,0.023559647763853546
172,172,0.023559647763853546
173,173,0.023559647763853546
174,174,0.023559647763853546
175,175,0.023559647763853546
176,176,0.023559647763853546
177,177,0.023559647763853546
178,178,0.023559647763853546
179,179,0.023559647763853546
180,180,0.023559647763853546
181,181,0.022495808606674685
182,182,0.022495808606674685
183,183,0.022495808606674685
184,184,0.022495808606674685
185,185,0.022495808606674685
186,186,0.022495808606674685
187,187,0.022495808606674685
188,188,0.022495808606674685
189,189,0.022495808606674685
190,190,0.022495808606674685
191,191,0.022495808606674685
192,192,0.022495808606674685
193,193,0.022495808606674685
194,194,0.022495808606674685
195,195,0.022495808606674685
196,196,0.022495808606674685
197,197,0.022495808606674685
198,198,0.022495808606674685
199,199,0.022495808606674685
200,200,0.022495808606674685
201,201,0.022495808606674685
202,202,0.022495808606674685
203,203,0.022495808606674685
204,204,0.022495808606674685
205,205,0.022495808606674685
206,206,0.022495808606674685
207,207,0.022495808606674685
208,208,0.022495808606674685
209,209,0.022495808606674685
210,210,0.022495808606674685
211,211,0.022495808606674685
212,212,0.022495808606674685
213,213,0.022495808606674685
214,214,0.022495808606674685
215,215,0.022495808606674685
216,216,0.022495808606674685
217,217,0.022495808606674685
218,218,0.022495808606674685
219,219,0.022495808606674685
220,220,0.022495808606674685
221,221,0.0206775909773335
222,222,0.0206775909773335
223,223,0.0206775909773335
224,224,0.0206775909773335
225,225,0.0206775909773335
226,226,0.0206775909773335
227,227,0.0206775909773335
228,228,0.0206775909773335
229,229,0.0206775909773335
230,230,0.0206775909773335
231,231,0.0206775909773335
232,232,0.0206775909773335
233,233,0.0206775909773335
234,234,0.0206775909773335
235,235,0.0206775909773335
236,236,0.0206775909773335
237,237,0.0206775909773335
238,238,0.020831913068088296
239,239,0.020831913068088296
240,240,0.020831913068088296
241,241,0.020831913068088296
242,242,0.020831913068088296
243,243,0.020831913068088296
244,244,0.020831913068088296
245,245,0.020831913068088296
246,246,0.020831913068088296
247,247,0.020831913068088296
248,248,0.020831913068088296
249,249,0.019639179519038596
250,250,0.019639179519038596
251,251,0.019639179519038596
252,252,0.019639179519038596
253,253,0.019639179519038596
254,254,0.019639179519038596
255,255,0.019639179519038596
256,256,0.019600609343666933
257,257,0.019600609343666933
258,258,0.019600609343666933
259,259,0.019600609343666933
260,260,0.019600609343666933
261,261,0.019600609343666933
262,262,0.019600609343666933
263,263,0.019600609343666933
264,264,0.019600609343666933
265,265,0.019600609343666933
266,266,0.019600609343666933
267,267,0.019600609343666933
268,268,0.019600609343666933
269,269,0.019600609343666933
270,270,0.019600609343666933
271,271,0.019600609343666933
272,272,0.019600609343666933
273,273,0.019600609343666933
274,274,0.019600609343666933
275,275,0.019600609343666933
276,276,0.019600609343666933
277,277,0.019600609343666933
278,278,0.019600609343666933
279,279,0.019600609343666933
280,280,0.019600609343666933
281,281,0.019600609343666933
282,282,0.019600609343666933
283,283,0.019600609343666933
284,284,0.019600609343666933
285,285,0.019600609343666933
286,286,0.019600609343666933
287,287,0.019600609343666933
288,288,0.019600609343666933
289,289,0.019600609343666933
290,290,0.019600609343666933
291,291,0.019600609343666933
292,292,0.019600609343666933
293,293,0.019600609343666933
294,294,0.019600609343666933
295,295,0.019600609343666933
296,296,0.019600609343666933
297,297,0.019600609343666933
298,298,0.019600609343666933
299,299,0.019600609343666933
300,300,0.019600609343666933
301,301,0.01840280672534907
302,302,0.01840280672534907
303,303,0.01840280672534907
304,304,0.01840280672534907
305,305,0.01840280672534907
306,306,0.01840280672534907
307,307,0.01840280672534907
308,308,0.01840280672534907
309,309,0.01840280672534907
310,310,0.01840280672534907
311,311,0.01840280672534907
312,312,0.01840280672534907
313,313,0.01840280672534907
314,314,0.01840280672534907
315,315,0.01840280672534907
316,316,0.01840280672534907
317,317,0.01840280672534907
318,318,0.018359817975392965
319,319,0.018359817975392965
320,320,0.018634497334531104
321,321,0.018634497334531104
322,322,0.018634497334531104
323,323,0.018634497334531104
324,324,0.018634497334531104
325,325,0.018634497334531104
326,326,0.018634497334531104
327,327,0.018354355506283362
328,328,0.018354355506283362
329,329,0.018354355506283362
330,330,0.018354355506283362
331,331,0.01823421239308654
332,332,0.01823421239308654
333,333,0.01823421239308654
334,334,0.01823421239308654
335,335,0.01823421239308654
336,336,0.01823421239308654
337,337,0.01823421239308654
338,338,0.01823421239308654
339,339,0.01823421239308654
340,340,0.01823421239308654
341,341,0.01823421239308654
342,342,0.01823421239308654
343,343,0.017862728169190146
344,344,0.017862728169190146
345,345,0.017862728169190146
346,346,0.017862728169190146
347,347,0.01788449371212024
348,348,0.01788449371212024
349,349,0.01788449371212024
350,350,0.01788449371212024
351,351,0.01788449371212024
352,352,0.01788449371212024
353,353,0.01788449371212024
354,354,0.01788449371212024
355,355,0.017600509397389275
356,356,0.017600509397389275
357,357,0.017600509397389275
358,358,0.017600509397389275
359,359,0.017600509397389275
360,360,0.017600509397389275
361,361,0.017600509397389275
362,362,0.017152948448314467
363,363,0.017152948448314467
364,364,0.017152948448314467
365,365,0.017152948448314467
366,366,0.017152948448314467
367,367,0.017152948448314467
368,368,0.017152948448314467
369,369,0.017152948448314467
370,370,0.017152948448314467
371,371,0.017152948448314467
372,372,0.017152948448314467
373,373,0.017152948448314467
374,374,0.017152948448314467
375,375,0.017048151397554
376,376,0.017048151397554
377,377,0.017048151397554
378,378,0.01672129882324524
379,379,0.01672129882324524
380,380,0.016675009743155656
381,381,0.016675009743155656
382,382,0.016675009743155656
383,383,0.016675009743155656
384,384,0.016675009743155656
385,385,0.016675009743155656
386,386,0.016675009743155656
387,387,0.016675009743155656
388,388,0.016675009743155656
389,389,0.016675009743155656
390,390,0.016675009743155656
391,391,0.016675009743155656
392,392,0.016675009743155656
393,393,0.016675009743155656
394,394,0.016675009743155656
395,395,0.016675009743155656
396,396,0.016675009743155656
397,397,0.016675009743155656
398,398,0.016675009743155656
399,399,0.016675009743155656
400,400,0.0166765690031603
401,401,0.0166765690031603
402,402,0.0166765690031603
403,403,0.0166765690031603
404,404,0.016265383541576604
405,405,0.016265383541576604
406,406,0.016265383541576604
407,407,0.016265383541576604
408,408,0.016265383541576604
409,409,0.016265383541576604
410,410,0.01598183967381178
411,411,0.01598183967381178
412,412,0.01598183967381178
413,413,0.01571730753326654
414,414,0.015358645679381876
415,415,0.015358645679381876
416,416,0.015358645679381876
417,417,0.015358645679381876
418,418,0.015358645679381876
419,419,0.015358645679381876
420,420,0.015358645679381876
421,421,0.015358645679381876
422,422,0.015358645679381876
423,423,0.015358645679381876
424,424,0.015358645679381876
425,425,0.015358645679381876
426,426,0.015222449032975179
427,427,0.015222449032975179
428,428,0.015222449032975179
429,429,0.015222449032975179
430,430,0.015222449032975179
431,431,0.015222449032975179
432,432,0.015222449032975179
433,433,0.0151523813135978
434,434,0.014991612879929098
435,435,0.014991612879929098
436,436,0.014991612879929098
437,437,0.014991612879929098
438,438,0.014991612879929098
439,439,0.014991612879929098
440,440,0.014991612879929098
441,441,0.014903333975679231
442,442,0.014903333975679231
443,443,0.014903333975679231
444,444,0.014903333975679231
445,445,0.014903333975679231
446,446,0.014833620807118567
447,447,0.014833620807118567
448,448,0.014833620807118567
449,449,0.014833620807118567
450,450,0.014833620807118567
451,451,0.014833620807118567
452,452,0.014833620807118567
453,453,0.014833620807118567
454,454,0.014833620807118567
455,455,0.014833620807118567
456,456,0.014833620807118567
457,457,0.014833620807118567
458,458,0.014833620807118567
459,459,0.014833620807118567
460,460,0.014833620807118567
461,461,0.014833620807118567
462,462,0.014833620807118567
463,463,0.014833620807118567
464,464,0.014833620807118567
465,465,0.014833620807118567
466,466,0.014833620807118567
467,467,0.01489427178690517
468,468,0.01489427178690517
