,it,mse
0,0,0.041388864907221413
1,1,0.03809327228384371
2,2,0.037851724852039595
3,3,0.03770179644174891
4,4,0.037550831644005335
5,5,0.037403159489136355
6,6,0.03726253636009299
7,7,0.03712953535243836
8,8,0.037003289226354596
9,9,0.036882840482923625
10,10,0.036767427748668924
11,11,0.036656370684283006
12,12,0.0365490050446052
13,13,0.03644471339383393
14,14,0.03634298138381156
15,15,0.03624343182853113
16,16,0.03614582386067041
17,17,0.03605002384573627
18,18,0.035955961477739946
19,19,0.035863584191050346
20,20,0.03577281927899322
21,21,0.03568354828311781
22,22,0.035595593993447486
23,23,0.035508717703303286
24,24,0.035422623316938615
25,25,0.035336965087604894
26,26,0.03525135656630804
27,27,0.03516537927252317
28,28,0.035078590373607416
29,29,0.03499052918128375
30,30,0.03490072255539147
31,31,0.034808689407367005
32,32,0.034713944484754816
33,33,0.0346160015479796
34,34,0.0345143759606986
35,35,0.034408586630763266
36,36,0.03429815717499978
37,37,0.034182616144255
38,38,0.03406149613539305
39,39,0.033934331629085435
40,40,0.03380065541862762
41,41,0.03365999352905628
42,42,0.03351185856716318
43,43,0.0333557415035879
44,44,0.03319110199926488
45,45,0.03301735760759482
46,46,0.03283387259978964
47,47,0.032639947891902436
48,48,0.03243481472025142
49,49,0.03221763636808501
50,50,0.03198752420508561
51,51,0.03174357587600875
52,52,0.0314849432492821
53,53,0.03121093389143578
54,54,0.030921142024678456
55,55,0.030615598163822363
56,56,0.030294933297993237
57,57,0.02996058077086683
58,58,0.029615050752161542
59,59,0.029262206913241825
60,60,0.028907215206559728
61,61,0.02855572804839015
62,62,0.02821240054058793
63,63,0.02787967718693471
64,64,0.02755773055325864
65,65,0.027245360550905862
66,66,0.02694097678588387
67,67,0.026643120451287732
68,68,0.026350571158735778
69,69,0.026062302601146215
70,70,0.025777478736974176
71,71,0.025495558006709693
72,72,0.025216480603286677
73,73,0.024940848094487423
74,74,0.024669976437786952
75,75,0.02440574722492582
76,76,0.02415029050951752
77,77,0.02390562389983985
78,78,0.023673371790330848
79,79,0.02345461680457106
80,80,0.023249868200645167
81,81,0.023059106759595497
82,82,0.022881870048902922
83,83,0.022717353621374427
84,84,0.022564512607562846
85,85,0.02242215375277279
86,86,0.02228901199954629
87,87,0.022163809156869198
88,88,0.022045295056932358
89,89,0.02193227366179659
90,90,0.02182361777598826
91,91,0.021718276469077664
92,92,0.021615279205574166
93,93,0.021513740135871495
94,94,0.02141286497661968
95,95,0.021311961198096484
96,96,0.02121044963998358
97,97,0.021107872398479232
98,98,0.021003889047136435
99,99,0.020898253377882904
100,100,0.020790768426353756
101,101,0.020681228355979932
102,102,0.020569366215595755
103,103,0.020454827990498428
104,104,0.020337182216550384
105,105,0.020215958009536537
106,106,0.02009069477655406
107,107,0.019960989037641094
108,108,0.01982653219685958
109,109,0.019687139670426686
110,110,0.019542773232215514
111,111,0.019393556396484442
112,112,0.01923978003595201
113,113,0.019081894180924864
114,114,0.018920482821477236
115,115,0.018756221426918636
116,116,0.018589820973785226
117,117,0.01842196618320284
118,118,0.018253257987100723
119,119,0.018084170022022398
120,120,0.017915026087084084
121,121,0.0177460007955448
122,122,0.017577140520598427
123,123,0.01740839772469762
124,124,0.0172396699648227
