,it,mse
0,0,0.19175490393299333
1,1,0.04416956529148626
2,2,0.04416956529148626
3,3,0.04416956529148626
4,4,0.04416956529148626
5,5,0.04416956529148626
6,6,0.044169565133516976
7,7,0.044169565133516976
8,8,0.044169565133516976
9,9,0.044122572727258294
10,10,0.044122572727258294
11,11,0.044122572727258294
12,12,0.044122572727258294
13,13,0.04364009176123408
14,14,0.04364009176123408
15,15,0.04364009176123408
16,16,0.04364009176123408
17,17,0.04364009176123408
18,18,0.04364009176123408
19,19,0.04364009176123408
20,20,0.04364009176123408
21,21,0.04364009176123408
22,22,0.04364009176123408
23,23,0.04364009176123408
24,24,0.04364009176123408
25,25,0.04364009176123408
26,26,0.04352086175368694
27,27,0.04352086175368694
28,28,0.04352086175368694
29,29,0.04352086175368694
30,30,0.04352086175368694
31,31,0.04352086175368694
32,32,0.04352086175368694
33,33,0.04352086175368694
34,34,0.04352086175368694
35,35,0.04352086175368694
36,36,0.04352086175368694
37,37,0.04352086175368694
38,38,0.04352086175368694
39,39,0.04352086175368694
40,40,0.04057945164499305
41,41,0.04057945164499305
42,42,0.04057945164499305
43,43,0.04057945164499305
44,44,0.04284432589628446
45,45,0.04284432589628446
46,46,0.04284432589628446
47,47,0.04284432589628446
48,48,0.04284432589628446
49,49,0.042831921763231647
50,50,0.042831921763231647
51,51,0.042831921763231647
52,52,0.042831921763231647
53,53,0.042831921763231647
54,54,0.042831921763231647
55,55,0.042726696880513844
56,56,0.042726696880513844
57,57,0.042726696880513844
58,58,0.042749569093054045
59,59,0.042749569093054045
60,60,0.04268708301692612
61,61,0.04265789481476775
62,62,0.04265789481476775
63,63,0.04265789481476775
64,64,0.04238255395512746
65,65,0.04123807858048061
66,66,0.0409645564534273
67,67,0.041035695552483265
68,68,0.041035695552483265
69,69,0.04031530716940946
70,70,0.04031530716940946
71,71,0.04031530716940946
72,72,0.04031530716940946
73,73,0.04010191041547807
74,74,0.04010191041547807
75,75,0.040016784250316004
76,76,0.03966809130124135
77,77,0.03971206901904871
78,78,0.039386920203106975
79,79,0.03913450086982745
80,80,0.039038555492815326
81,81,0.038712707952149074
82,82,0.03867440263659927
83,83,0.03867440263659927
84,84,0.0386128826290666
85,85,0.038609923213289196
86,86,0.03849329453935237
87,87,0.03833198542243736
88,88,0.038339784117804594
89,89,0.038339784117804594
90,90,0.0382491155482417
91,91,0.0382491155482417
92,92,0.03430436711763736
93,93,0.03430436711763736
94,94,0.03430436711763736
95,95,0.03430436711763736
96,96,0.03430436711763736
97,97,0.03430436711763736
98,98,0.03430436711763736
99,99,0.03430436711763736
100,100,0.03430436711763736
101,101,0.03455452169470824
102,102,0.03455452169470824
103,103,0.0331472361981576
104,104,0.0331472361981576
105,105,0.0331472361981576
106,106,0.0331472361981576
107,107,0.0331472361981576
108,108,0.0331472361981576
109,109,0.0331472361981576
110,110,0.03284258242304373
111,111,0.03284258242304373
112,112,0.03284258242304373
113,113,0.03284258242304373
114,114,0.03284258242304373
115,115,0.03284258242304373
116,116,0.03273475822321054
117,117,0.03273475822321054
118,118,0.03273475822321054
119,119,0.03273475822321054
120,120,0.03272931879948827
121,121,0.03267178127035045
122,122,0.03267178127035045
123,123,0.032541902411190496
124,124,0.032541902411190496
125,125,0.032541902411190496
126,126,0.032541902411190496
127,127,0.032541902411190496
128,128,0.03251585336662458
129,129,0.03251585336662458
130,130,0.03251882985579794
131,131,0.03253284603628569
132,132,0.03253284603628569
133,133,0.03252820465718501
134,134,0.0324993386692672
135,135,0.03249985758402894
136,136,0.03244342279567869
137,137,0.03241876687950658
138,138,0.03241876687950658
139,139,0.03241031681220015
140,140,0.03240560419643922
141,141,0.03240560419643922
142,142,0.03240560419643922
143,143,0.03240560419643922
144,144,0.0323984620905208
145,145,0.0323984620905208
146,146,0.0323984620905208
147,147,0.0323984620905208
148,148,0.0323984620905208
149,149,0.0323984620905208
150,150,0.03241848484694405
151,151,0.03241848484694405
152,152,0.032394604132502496
153,153,0.03239223843447115
154,154,0.03239223843447115
155,155,0.032393904519094366
156,156,0.032404658093701
157,157,0.032401984870106815
158,158,0.032401984870106815
159,159,0.032401984870106815
160,160,0.032402795713410745
161,161,0.03239971037761721
162,162,0.032395104150408284
163,163,0.032395104150408284
164,164,0.032395104150408284
165,165,0.032395104150408284
166,166,0.032395104150408284
167,167,0.03239892977021901
168,168,0.03240165862739401
169,169,0.032401361551938165
170,170,0.03239685783917062
171,171,0.032401731308207365
172,172,0.032400723502939474
173,173,0.03240067644251861
174,174,0.03240067644251861
175,175,0.03240067644251861
176,176,0.032400603418890776
177,177,0.032400603418890776
178,178,0.032407642002416165
179,179,0.032407642002416165
180,180,0.03240660174810026
181,181,0.03240660174810026
182,182,0.03240660174810026
183,183,0.03240660174810026
184,184,0.03240456044206108
185,185,0.03240456044206108
186,186,0.03240280037046392
187,187,0.032403685629632244
188,188,0.03240496088806192
189,189,0.03240496088806192
190,190,0.03240271826047683
191,191,0.03239659963759815
192,192,0.032398849265207016
193,193,0.03241035342640947
194,194,0.03240396253055706
195,195,0.03240396253055706
196,196,0.03240396253055706
197,197,0.03240396253055706
198,198,0.03240396253055706
199,199,0.03240396253055706
200,200,0.03239492255334297
201,201,0.03180866620287338
202,202,0.031308798249677
203,203,0.031308798249677
204,204,0.031308798249677
205,205,0.03094585160277996
206,206,0.030749449454546097
207,207,0.030749449454546097
208,208,0.030472693027552063
209,209,0.030472693027552063
210,210,0.030472693027552063
211,211,0.029811275549086236
212,212,0.02938176326182719
213,213,0.02938176326182719
214,214,0.02938176326182719
215,215,0.02724601778110318
216,216,0.02724601778110318
217,217,0.02724601778110318
218,218,0.027224932717007017
219,219,0.027224932717007017
220,220,0.027224932717007017
221,221,0.027224932717007017
222,222,0.027224932717007017
223,223,0.027224932717007017
224,224,0.027224932717007017
225,225,0.027224932717007017
226,226,0.027224932717007017
227,227,0.027224932717007017
228,228,0.027224932717007017
229,229,0.02727525762788454
230,230,0.02727525762788454
231,231,0.02727525762788454
232,232,0.02727525762788454
233,233,0.02727525762788454
234,234,0.02727525762788454
235,235,0.027180047634518846
236,236,0.027180047634518846
237,237,0.027180047634518846
238,238,0.027180047634518846
239,239,0.027180047634518846
240,240,0.027180047634518846
241,241,0.027180047634518846
242,242,0.027180047634518846
243,243,0.02711580579649055
244,244,0.02711580579649055
245,245,0.02711580579649055
246,246,0.02711580579649055
247,247,0.02711580579649055
248,248,0.02711580579649055
249,249,0.02711580579649055
250,250,0.027089919301360083
251,251,0.027089066718085853
252,252,0.027118966288350362
253,253,0.027118966288350362
254,254,0.02694846527582334
255,255,0.026590014723096828
256,256,0.026373805003259948
257,257,0.026139927897100904
258,258,0.026139927897100904
259,259,0.025950242632535415
260,260,0.025841136090493374
261,261,0.025789772615635365
262,262,0.025789772615635365
263,263,0.025681408980034754
264,264,0.02573007339964615
265,265,0.025740948065749357
266,266,0.02572396348128767
267,267,0.02573403956085981
268,268,0.02575738580321383
269,269,0.025688559686208232
270,270,0.025724485665332628
271,271,0.02567529607633519
272,272,0.025686271706567006
273,273,0.025635279667234626
274,274,0.02555507068821362
275,275,0.02553683986304689
276,276,0.02553683986304689
277,277,0.02553683986304689
278,278,0.02538130842101698
279,279,0.02531204468820542
280,280,0.025093030882949587
281,281,0.024910469876051337
282,282,0.024897881452923123
283,283,0.024840141964925646
284,284,0.024319615099340663
285,285,0.024120076937527556
286,286,0.023969673478967148
287,287,0.023969673478967148
288,288,0.02391601653987398
289,289,0.02391601653987398
290,290,0.02383939721323335
291,291,0.02404030521905753
292,292,0.02404030521905753
293,293,0.02404030521905753
294,294,0.023885074603007254
295,295,0.023885074603007254
296,296,0.023885074603007254
297,297,0.023885074603007254
298,298,0.023885074603007254
299,299,0.023729002075491848
300,300,0.023729002075491848
301,301,0.023729002075491848
302,302,0.023729002075491848
303,303,0.023729002075491848
304,304,0.023725340846230514
305,305,0.023778213697824152
306,306,0.023805509322490186
307,307,0.023780897907412335
308,308,0.023688787754975918
309,309,0.023688787754975918
310,310,0.023585760525442784
311,311,0.02358178401733304
312,312,0.02358178401733304
313,313,0.02358178401733304
314,314,0.02358178401733304
315,315,0.02358178401733304
316,316,0.023577897934133372
317,317,0.023577897934133372
318,318,0.023532637539511715
319,319,0.023547711114078104
320,320,0.023462473954802842
321,321,0.023299354807823636
322,322,0.023299354807823636
323,323,0.023299354807823636
324,324,0.023299354807823636
325,325,0.023391982210156807
326,326,0.023391982210156807
327,327,0.023446275877422665
328,328,0.02338067653748913
329,329,0.02338067653748913
330,330,0.023366231427418536
331,331,0.023366231427418536
332,332,0.023366231427418536
333,333,0.023366231427418536
334,334,0.023281904742682605
335,335,0.023281904742682605
336,336,0.023281904742682605
337,337,0.02321654735215665
338,338,0.023193756090797737
339,339,0.023220702111298005
340,340,0.023220702111298005
341,341,0.023220702111298005
342,342,0.023220702111298005
343,343,0.023018557982851497
344,344,0.02265664277572651
345,345,0.02265664277572651
346,346,0.02265664277572651
347,347,0.02265664277572651
348,348,0.02265664277572651
349,349,0.02265664277572651
350,350,0.02265664277572651
351,351,0.02265664277572651
352,352,0.02265664277572651
353,353,0.02265664277572651
354,354,0.02265664277572651
355,355,0.02265664277572651
356,356,0.02265664277572651
357,357,0.02265664277572651
358,358,0.02265664277572651
359,359,0.02265664277572651
360,360,0.02265664277572651
361,361,0.02265664277572651
362,362,0.022697953325264666
363,363,0.022697953325264666
364,364,0.022697953325264666
365,365,0.022697953325264666
366,366,0.022697953325264666
367,367,0.022697953325264666
368,368,0.022697953325264666
369,369,0.022697953325264666
370,370,0.022697953325264666
371,371,0.022697953325264666
372,372,0.022697953325264666
373,373,0.022697953325264666
374,374,0.022697953325264666
375,375,0.022697953325264666
376,376,0.022612241448593993
377,377,0.022612241448593993
378,378,0.02256997479016143
379,379,0.02256997479016143
380,380,0.02256997479016143
381,381,0.02256997479016143
382,382,0.02256997479016143
383,383,0.02256997479016143
384,384,0.02256997479016143
385,385,0.02256997479016143
386,386,0.022523476504095398
387,387,0.022523476504095398
388,388,0.02251812988809561
389,389,0.02251812988809561
390,390,0.02251812988809561
