,x,y_predict,y
89,-0.991991991991992,0.738303785104999,0.5247430289278512
134,-0.98998998998999,0.7369110150082608,0.5207779768413199
131,-0.987987987987988,0.7354941557774096,0.5171215087166288
285,-0.985985985985986,0.7340528999081025,0.5137683949815116
284,-0.983983983983984,0.7325869397465207,0.5107128720169453
50,-0.9819819819819819,0.7310959676746865,0.5079486565351023
15,-0.953953953953954,0.7074257942294783,0.4952252850946294
58,-0.9479479479479479,0.701629263882629,0.49726905075099037
237,-0.943943943943944,0.6976140262809788,0.499201987056466
192,-0.93993993993994,0.693475703924631,0.5014742205652477
53,-0.9379379379379379,0.6913597822211591,0.5027057810989217
30,-0.9179179179179179,0.6684360807167234,0.5154901007122917
171,-0.9079079079079079,0.6557391803030374,0.5197453945657622
265,-0.9039039039039038,0.6504260072685145,0.5205952888469064
221,-0.8978978978978979,0.6422048166890167,0.5207064648656254
224,-0.8858858858858859,0.6248650417115099,0.5158987155772407
95,-0.8838838838838838,0.6218605796375521,0.5143616129189942
222,-0.8778778778778779,0.6126559865601825,0.5083765094740412
241,-0.8638638638638638,0.5901151493508195,0.4859612208920202
276,-0.8618618618618619,0.5867812291925073,0.48176763964322017
102,-0.8558558558558559,0.5766239179744653,0.46770454587848537
73,-0.8538538538538538,0.5731891069714335,0.4625291131789242
23,-0.8458458458458459,0.5592305912558221,0.4394734215011465
17,-0.8378378378378378,0.5449769724050385,0.41288280470436034
88,-0.8358358358358359,0.5413774482779797,0.4057289036382313
246,-0.8298298298298299,0.5305170584182489,0.38317472985791223
289,-0.8238238238238238,0.5196012491066947,0.3591696994997431
33,-0.8218218218218218,0.5159594256651022,0.3508914047648962
149,-0.8038038038038038,0.48356374039697025,0.27237006773017447
203,-0.7957957957957957,0.4697202814249656,0.2366788960252228
255,-0.7817817817817818,0.44717238675839577,0.17654228363315771
138,-0.7797797797797797,0.4441887754854671,0.16841863433834064
204,-0.7737737737737738,0.4356908257764812,0.14505761535726736
208,-0.7697697697697697,0.4304506194229135,0.1304622994329509
247,-0.7677677677677678,0.42797293749784904,0.12349848046526235
42,-0.7637637637637638,0.42332830616816397,0.11030343798298547
163,-0.7517517517517518,0.4122720644847421,0.07745903922424624
24,-0.7417417417417418,0.40703664903337045,0.05912476801133215
121,-0.7397397397397397,0.4064944082943115,0.05655879308788775
197,-0.7377377377377378,0.40613442962796353,0.054378674729850085
79,-0.7277277277277278,0.40727640860266223,0.04949505626932088
206,-0.7237237237237237,0.4092145042219887,0.05044843753384398
46,-0.7077077077077076,0.42649635551216225,0.07146116413176867
287,-0.6976976976976976,0.4457333427122593,0.09854606958473106
166,-0.6916916916916918,0.46056942362351927,0.11975869238704406
125,-0.6856856856856857,0.47789911187561673,0.14449733224387984
164,-0.6776776776776776,0.5048169533449888,0.18258703657700337
243,-0.6716716716716717,0.5277372173183627,0.21463446395397584
178,-0.6696696696696697,0.5358674979127828,0.22591907635428937
34,-0.6656656656656657,0.5528175247993657,0.24931594080372882
32,-0.6536536536536537,0.6084530557742028,0.3251291633642326
75,-0.6516516516516517,0.61829475661014,0.3384292616188518
21,-0.6356356356356356,0.7000483459947066,0.44877636149997907
188,-0.6296296296296297,0.7308363037878134,0.49084651366287635
83,-0.6216216216216216,0.770519215238221,0.5463137286803211
230,-0.6136136136136137,0.8073255029487431,0.6000531940679121
172,-0.6096096096096096,0.8242072009586134,0.6259379435112788
151,-0.6076076076076076,0.8321935352398155,0.6385769412296894
179,-0.6036036036036037,0.8471580610552638,0.6631694632437117
123,-0.6016016016016016,0.8540990343954296,0.6750924162329984
297,-0.5955955955955956,0.8725542005396664,0.7091919021511498
111,-0.5935935935935936,0.8778670225911056,0.7199552431179538
31,-0.5875875875875876,0.8911168680992041,0.7502515721170652
232,-0.5855855855855856,0.8946059568857878,0.7596449913169506
103,-0.5775775775775776,0.903769118582227,0.7933958493225012
220,-0.5735735735735736,0.9054514662912301,0.807841132951298
112,-0.5675675675675675,0.9044093934125925,0.8262847083283296
37,-0.5635635635635636,0.9014216803258116,0.8363536455120681
93,-0.5595595595595595,0.8966999360366356,0.8445927686939585
90,-0.5555555555555556,0.8903560269452839,0.8509723832956446
168,-0.5175175175175175,0.7788739132421034,0.8195675267839793
98,-0.5155155155155156,0.7719789783161866,0.8136276855170929
70,-0.5135135135135136,0.7651167575781765,0.8073153612744093
19,-0.5095095095095095,0.7515513256463768,0.793618492297079
18,-0.5075075075075075,0.7448761121492893,0.7862578055336034
207,-0.48548548548548554,0.6793483026220923,0.686927134670727
118,-0.48348348348348347,0.674284886706809,0.6766158738659477
105,-0.47547547547547553,0.6556923791603755,0.6340945844393466
57,-0.4674674674674675,0.6397528542719508,0.5903459429724581
128,-0.4614614614614615,0.6294809673160069,0.5573886027952436
29,-0.4514514514514515,0.6153361312579527,0.5035408776884809
0,-0.42342342342342343,0.5916704255543839,0.3753224010895777
264,-0.4154154154154154,0.5880679852158001,0.3485470019488261
120,-0.38538538538538536,0.5814311778362025,0.30120275537718605
77,-0.38138138138138133,0.5810523938177694,0.3016654740066206
67,-0.37537537537537535,0.5806108448840575,0.3053411549422461
290,-0.36936936936936937,0.5802893812981925,0.31250181148009404
170,-0.36536536536536535,0.5801270117341281,0.31913930749944874
136,-0.3633633633633634,0.580058618152103,0.3229968303676683
126,-0.3613613613613613,0.5799976774048271,0.32720314514371185
130,-0.3573573573573574,0.5798953137403551,0.3366276468005047
195,-0.3533533533533534,0.5798148169343132,0.347338492206446
65,-0.34934934934934936,0.5797519254268383,0.3592532221618824
80,-0.3373373373373374,0.5796366291551242,0.4012860204508541
272,-0.3313313313313313,0.5796058051908906,0.4251971716739894
22,-0.3273273273273274,0.5795914192016971,0.44195213059983995
213,-0.31731731731731727,0.579569468261845,0.4858098982502564
293,-0.30930930930930933,0.5795606991153945,0.5218926495414636
41,-0.30730730730730726,0.5795592460053188,0.5309197718019494
252,-0.3053053053053053,0.5795580098801333,0.5399177433955704
244,-0.3013013013013013,0.5795560700323249,0.5577632486835917
235,-0.29329329329329334,0.579553690574937,0.5924182783706486
51,-0.2892892892892893,0.5795529908836969,0.6089857636037288
158,-0.28728728728728725,0.5795527232581853,0.6170282711302737
148,-0.2852852852852853,0.5795524993217535,0.6248911489224591
245,-0.28128128128128127,0.5795521562148668,0.6400234669777062
133,-0.2752752752752753,0.5795518286017364,0.6610430106840113
153,-0.27327327327327333,0.5795517542928228,0.6675524107497522
2,-0.2692692692692693,0.5795516420079987,0.6797564828573963
154,-0.25725725725725723,0.5795514791656775,0.7091238674104334
212,-0.2532532532532532,0.5795514559445677,0.7162665841100562
45,-0.25125125125125125,0.5795514474387299,0.7193094697433051
47,-0.24724724724724723,0.5795514348895062,0.7243104045246167
11,-0.24524524524524527,0.579551430323145,0.7262591042324518
174,-0.2432432432432432,0.5795514266222537,0.7278347472494681
66,-0.23123123123123124,0.5795514153883321,0.7293229704993691
113,-0.22922922922922928,0.5795514145694458,0.7282347636445532
225,-0.22522522522522526,0.5795514133865443,0.7249189390474844
161,-0.21321321321321318,0.5795514118402995,0.7060733906517265
229,-0.2072072072072072,0.579551411578945,0.6918854228460016
277,-0.20120120120120122,0.5795514114488592,0.6747688881437386
92,-0.19319319319319317,0.5795514113715852,0.647814572515411
162,-0.18518518518518523,0.5795514113418261,0.6167694109262621
43,-0.17517517517517522,0.5795514113290101,0.5734228361672867
257,-0.1551551551551552,0.5795514113241262,0.4783456558270682
200,-0.1511511511511512,0.57955141132395,0.4590237330649364
56,-0.14114114114114118,0.5795514113237549,0.41181618577068846
140,-0.12512512512512508,0.579551411323686,0.3434517726640425
9,-0.12112112112112117,0.5795514113236817,0.32844381776928727
190,-0.09109109109109115,0.5795514113236749,0.2545576437803446
107,-0.07707707707707712,0.5795514113236747,0.2480375031165447
6,-0.06506506506506504,0.5795514113236747,0.2577415203137292
39,-0.04504504504504503,0.5795514113236747,0.30358665365150983
258,-0.033033033033033066,0.5795514113236747,0.3464133759370088
196,-0.027027027027027084,0.5795514113236747,0.3712526008125736
156,-0.0030030030030030463,0.5795514113236747,0.48499387502562963
115,-0.0010010010010009784,0.5795514113236747,0.4949953243086854
144,0.0010010010010010895,0.5795514113236747,0.5050046756913151
294,0.0030030030030030463,0.5795514113236747,0.5150061249743704
268,0.00700700700700696,0.5795514113236747,0.5349221893185448
238,0.02902902902902893,0.5795514113236747,0.6372479705502347
269,0.033033033033033066,0.5795514113236747,0.6535866240629912
291,0.047047047047046986,0.5795514113236747,0.7025298536250633
216,0.055055055055055035,0.5795514113236747,0.723719427865299
274,0.05705705705705699,0.5795514113236747,0.7281565295994703
142,0.05905905905905895,0.5795514113236747,0.7322349687809236
49,0.06106106106106113,0.5795514113236747,0.7359484684246148
4,0.06306306306306309,0.5795514113236747,0.7392913374340372
227,0.067067067067067,0.5795514113236747,0.744845402156956
271,0.06906906906906896,0.5795514113236747,0.7470482220720409
298,0.08508508508508505,0.5795514113236747,0.7505824982447598
231,0.09709709709709702,0.5795514113236747,0.7368691488776992
262,0.10710710710710702,0.5795514113236747,0.7153280312215027
259,0.11911911911911921,0.5795514113236747,0.6786768207395186
137,0.12112112112112117,0.5795514113236747,0.6715561822307128
249,0.12712712712712704,0.5795514113236747,0.6486854365761823
239,0.13113113113113117,0.5795514113236747,0.632306367394392
261,0.14114114114114118,0.5795514113236747,0.5881838142293115
141,0.1451451451451451,0.5795514113236747,0.5695660617630074
260,0.14914914914914923,0.5795514113236747,0.5505741462978584
236,0.1511511511511512,0.5795514113236747,0.5409762669350636
119,0.15715715715715706,0.5795514113236747,0.5119615600788734
248,0.16916916916916924,0.5795514113236747,0.45434425043391174
48,0.1711711711711712,0.5795514113236747,0.4449759100532154
